"comparison","gene_id"
"4dpa_vs_0dpa","ENSDARG00000069244"
"4dpa_vs_0dpa","ENSDARG00000069254"
"4dpa_vs_0dpa","ENSDARG00000069290"
"4dpa_vs_0dpa","ENSDARG00000069311"
"4dpa_vs_0dpa","ENSDARG00000069314"
"4dpa_vs_0dpa","ENSDARG00000069318"
"4dpa_vs_0dpa","ENSDARG00000069331"
"4dpa_vs_0dpa","ENSDARG00000069335"
"4dpa_vs_0dpa","ENSDARG00000069342"
"4dpa_vs_0dpa","ENSDARG00000069356"
"4dpa_vs_0dpa","ENSDARG00000069373"
"4dpa_vs_0dpa","ENSDARG00000069375"
"4dpa_vs_0dpa","ENSDARG00000069376"
"4dpa_vs_0dpa","ENSDARG00000069377"
"4dpa_vs_0dpa","ENSDARG00000069381"
"4dpa_vs_0dpa","ENSDARG00000069386"
"4dpa_vs_0dpa","ENSDARG00000069397"
"4dpa_vs_0dpa","ENSDARG00000069415"
"4dpa_vs_0dpa","ENSDARG00000069422"
"4dpa_vs_0dpa","ENSDARG00000069425"
"4dpa_vs_0dpa","ENSDARG00000069440"
"4dpa_vs_0dpa","ENSDARG00000069461"
"4dpa_vs_0dpa","ENSDARG00000069463"
"4dpa_vs_0dpa","ENSDARG00000069464"
"4dpa_vs_0dpa","ENSDARG00000069472"
"4dpa_vs_0dpa","ENSDARG00000069473"
"4dpa_vs_0dpa","ENSDARG00000069476"
"4dpa_vs_0dpa","ENSDARG00000069485"
"4dpa_vs_0dpa","ENSDARG00000069496"
"4dpa_vs_0dpa","ENSDARG00000069497"
"4dpa_vs_0dpa","ENSDARG00000069503"
"4dpa_vs_0dpa","ENSDARG00000069504"
"4dpa_vs_0dpa","ENSDARG00000069505"
"4dpa_vs_0dpa","ENSDARG00000069521"
"4dpa_vs_0dpa","ENSDARG00000069525"
"4dpa_vs_0dpa","ENSDARG00000069537"
"4dpa_vs_0dpa","ENSDARG00000069545"
"4dpa_vs_0dpa","ENSDARG00000069549"
"4dpa_vs_0dpa","ENSDARG00000069563"
"4dpa_vs_0dpa","ENSDARG00000069566"
"4dpa_vs_0dpa","ENSDARG00000069594"
"4dpa_vs_0dpa","ENSDARG00000069608"
"4dpa_vs_0dpa","ENSDARG00000069619"
"4dpa_vs_0dpa","ENSDARG00000069624"
"4dpa_vs_0dpa","ENSDARG00000069630"
"4dpa_vs_0dpa","ENSDARG00000069671"
"4dpa_vs_0dpa","ENSDARG00000069681"
"4dpa_vs_0dpa","ENSDARG00000069692"
"4dpa_vs_0dpa","ENSDARG00000069707"
"4dpa_vs_0dpa","ENSDARG00000069745"
"4dpa_vs_0dpa","ENSDARG00000069755"
"4dpa_vs_0dpa","ENSDARG00000069769"
"4dpa_vs_0dpa","ENSDARG00000069808"
"4dpa_vs_0dpa","ENSDARG00000069833"
"4dpa_vs_0dpa","ENSDARG00000069846"
"4dpa_vs_0dpa","ENSDARG00000069850"
"4dpa_vs_0dpa","ENSDARG00000069852"
"4dpa_vs_0dpa","ENSDARG00000069853"
"4dpa_vs_0dpa","ENSDARG00000069857"
"4dpa_vs_0dpa","ENSDARG00000069888"
"4dpa_vs_0dpa","ENSDARG00000069904"
"4dpa_vs_0dpa","ENSDARG00000069910"
"4dpa_vs_0dpa","ENSDARG00000069912"
"4dpa_vs_0dpa","ENSDARG00000069917"
"4dpa_vs_0dpa","ENSDARG00000069920"
"4dpa_vs_0dpa","ENSDARG00000069934"
"4dpa_vs_0dpa","ENSDARG00000069937"
"4dpa_vs_0dpa","ENSDARG00000069940"
"4dpa_vs_0dpa","ENSDARG00000069946"
"4dpa_vs_0dpa","ENSDARG00000069958"
"4dpa_vs_0dpa","ENSDARG00000069989"
"4dpa_vs_0dpa","ENSDARG00000069995"
"4dpa_vs_0dpa","ENSDARG00000069998"
"4dpa_vs_0dpa","ENSDARG00000070012"
"4dpa_vs_0dpa","ENSDARG00000070025"
"4dpa_vs_0dpa","ENSDARG00000070029"
"4dpa_vs_0dpa","ENSDARG00000070041"
"4dpa_vs_0dpa","ENSDARG00000070043"
"4dpa_vs_0dpa","ENSDARG00000070046"
"4dpa_vs_0dpa","ENSDARG00000070047"
"4dpa_vs_0dpa","ENSDARG00000070048"
"4dpa_vs_0dpa","ENSDARG00000070061"
"4dpa_vs_0dpa","ENSDARG00000070076"
"4dpa_vs_0dpa","ENSDARG00000070085"
"4dpa_vs_0dpa","ENSDARG00000070119"
"4dpa_vs_0dpa","ENSDARG00000070127"
"4dpa_vs_0dpa","ENSDARG00000070131"
"4dpa_vs_0dpa","ENSDARG00000070132"
"4dpa_vs_0dpa","ENSDARG00000070141"
"4dpa_vs_0dpa","ENSDARG00000070151"
"4dpa_vs_0dpa","ENSDARG00000070162"
"4dpa_vs_0dpa","ENSDARG00000070164"
"4dpa_vs_0dpa","ENSDARG00000070166"
"4dpa_vs_0dpa","ENSDARG00000070187"
"4dpa_vs_0dpa","ENSDARG00000070227"
"4dpa_vs_0dpa","ENSDARG00000070228"
"4dpa_vs_0dpa","ENSDARG00000070239"
"4dpa_vs_0dpa","ENSDARG00000070266"
"4dpa_vs_0dpa","ENSDARG00000070280"
"4dpa_vs_0dpa","ENSDARG00000070289"
"4dpa_vs_0dpa","ENSDARG00000070297"
"4dpa_vs_0dpa","ENSDARG00000070317"
"4dpa_vs_0dpa","ENSDARG00000070351"
"4dpa_vs_0dpa","ENSDARG00000070358"
"4dpa_vs_0dpa","ENSDARG00000070386"
"4dpa_vs_0dpa","ENSDARG00000070396"
"4dpa_vs_0dpa","ENSDARG00000070401"
"4dpa_vs_0dpa","ENSDARG00000070407"
"4dpa_vs_0dpa","ENSDARG00000070414"
"4dpa_vs_0dpa","ENSDARG00000070426"
"4dpa_vs_0dpa","ENSDARG00000070427"
"4dpa_vs_0dpa","ENSDARG00000070428"
"4dpa_vs_0dpa","ENSDARG00000070435"
"4dpa_vs_0dpa","ENSDARG00000070437"
"4dpa_vs_0dpa","ENSDARG00000070448"
"4dpa_vs_0dpa","ENSDARG00000070453"
"4dpa_vs_0dpa","ENSDARG00000070470"
"4dpa_vs_0dpa","ENSDARG00000070472"
"4dpa_vs_0dpa","ENSDARG00000070477"
"4dpa_vs_0dpa","ENSDARG00000070480"
"4dpa_vs_0dpa","ENSDARG00000070487"
"4dpa_vs_0dpa","ENSDARG00000070494"
"4dpa_vs_0dpa","ENSDARG00000070497"
"4dpa_vs_0dpa","ENSDARG00000070512"
"4dpa_vs_0dpa","ENSDARG00000070513"
"4dpa_vs_0dpa","ENSDARG00000070536"
"4dpa_vs_0dpa","ENSDARG00000070538"
"4dpa_vs_0dpa","ENSDARG00000070555"
"4dpa_vs_0dpa","ENSDARG00000070560"
"4dpa_vs_0dpa","ENSDARG00000070573"
"4dpa_vs_0dpa","ENSDARG00000070578"
"4dpa_vs_0dpa","ENSDARG00000070581"
"4dpa_vs_0dpa","ENSDARG00000070589"
"4dpa_vs_0dpa","ENSDARG00000070597"
"4dpa_vs_0dpa","ENSDARG00000070607"
"4dpa_vs_0dpa","ENSDARG00000070623"
"4dpa_vs_0dpa","ENSDARG00000070656"
"4dpa_vs_0dpa","ENSDARG00000070670"
"4dpa_vs_0dpa","ENSDARG00000070674"
"4dpa_vs_0dpa","ENSDARG00000070675"
"4dpa_vs_0dpa","ENSDARG00000070681"
"4dpa_vs_0dpa","ENSDARG00000070682"
"4dpa_vs_0dpa","ENSDARG00000070686"
"4dpa_vs_0dpa","ENSDARG00000070688"
"4dpa_vs_0dpa","ENSDARG00000070702"
"4dpa_vs_0dpa","ENSDARG00000070714"
"4dpa_vs_0dpa","ENSDARG00000070746"
"4dpa_vs_0dpa","ENSDARG00000070774"
"4dpa_vs_0dpa","ENSDARG00000070787"
"4dpa_vs_0dpa","ENSDARG00000070792"
"4dpa_vs_0dpa","ENSDARG00000070822"
"4dpa_vs_0dpa","ENSDARG00000070824"
"4dpa_vs_0dpa","ENSDARG00000070828"
"4dpa_vs_0dpa","ENSDARG00000070831"
"4dpa_vs_0dpa","ENSDARG00000070832"
"4dpa_vs_0dpa","ENSDARG00000070833"
"4dpa_vs_0dpa","ENSDARG00000070834"
"4dpa_vs_0dpa","ENSDARG00000070849"
"4dpa_vs_0dpa","ENSDARG00000070857"
"4dpa_vs_0dpa","ENSDARG00000070858"
"4dpa_vs_0dpa","ENSDARG00000070867"
"4dpa_vs_0dpa","ENSDARG00000070873"
"4dpa_vs_0dpa","ENSDARG00000070898"
"4dpa_vs_0dpa","ENSDARG00000070903"
"4dpa_vs_0dpa","ENSDARG00000070914"
"4dpa_vs_0dpa","ENSDARG00000070922"
"4dpa_vs_0dpa","ENSDARG00000070958"
"4dpa_vs_0dpa","ENSDARG00000070981"
"4dpa_vs_0dpa","ENSDARG00000070985"
"4dpa_vs_0dpa","ENSDARG00000070991"
"4dpa_vs_0dpa","ENSDARG00000071005"
"4dpa_vs_0dpa","ENSDARG00000071017"
"4dpa_vs_0dpa","ENSDARG00000071021"
"4dpa_vs_0dpa","ENSDARG00000071024"
"4dpa_vs_0dpa","ENSDARG00000071036"
"4dpa_vs_0dpa","ENSDARG00000071040"
"4dpa_vs_0dpa","ENSDARG00000071046"
"4dpa_vs_0dpa","ENSDARG00000071049"
"4dpa_vs_0dpa","ENSDARG00000071060"
"4dpa_vs_0dpa","ENSDARG00000071107"
"4dpa_vs_0dpa","ENSDARG00000071164"
"4dpa_vs_0dpa","ENSDARG00000071192"
"4dpa_vs_0dpa","ENSDARG00000071196"
"4dpa_vs_0dpa","ENSDARG00000071198"
"4dpa_vs_0dpa","ENSDARG00000071203"
"4dpa_vs_0dpa","ENSDARG00000071211"
"4dpa_vs_0dpa","ENSDARG00000071212"
"4dpa_vs_0dpa","ENSDARG00000071213"
"4dpa_vs_0dpa","ENSDARG00000071223"
"4dpa_vs_0dpa","ENSDARG00000071272"
"4dpa_vs_0dpa","ENSDARG00000071304"
"4dpa_vs_0dpa","ENSDARG00000071310"
"4dpa_vs_0dpa","ENSDARG00000071331"
"4dpa_vs_0dpa","ENSDARG00000071336"
"4dpa_vs_0dpa","ENSDARG00000071339"
"4dpa_vs_0dpa","ENSDARG00000071345"
"4dpa_vs_0dpa","ENSDARG00000071357"
"4dpa_vs_0dpa","ENSDARG00000071377"
"4dpa_vs_0dpa","ENSDARG00000071378"
"4dpa_vs_0dpa","ENSDARG00000071395"
"4dpa_vs_0dpa","ENSDARG00000071396"
"4dpa_vs_0dpa","ENSDARG00000071403"
"4dpa_vs_0dpa","ENSDARG00000071414"
"4dpa_vs_0dpa","ENSDARG00000071426"
"4dpa_vs_0dpa","ENSDARG00000071449"
"4dpa_vs_0dpa","ENSDARG00000071456"
"4dpa_vs_0dpa","ENSDARG00000071457"
"4dpa_vs_0dpa","ENSDARG00000071468"
"4dpa_vs_0dpa","ENSDARG00000071469"
"4dpa_vs_0dpa","ENSDARG00000071478"
"4dpa_vs_0dpa","ENSDARG00000071487"
"4dpa_vs_0dpa","ENSDARG00000071492"
"4dpa_vs_0dpa","ENSDARG00000071497"
"4dpa_vs_0dpa","ENSDARG00000071498"
"4dpa_vs_0dpa","ENSDARG00000071499"
"4dpa_vs_0dpa","ENSDARG00000071500"
"4dpa_vs_0dpa","ENSDARG00000071524"
"4dpa_vs_0dpa","ENSDARG00000071543"
"4dpa_vs_0dpa","ENSDARG00000071549"
"4dpa_vs_0dpa","ENSDARG00000071553"
"4dpa_vs_0dpa","ENSDARG00000071555"
"4dpa_vs_0dpa","ENSDARG00000071567"
"4dpa_vs_0dpa","ENSDARG00000071573"
"4dpa_vs_0dpa","ENSDARG00000071594"
"4dpa_vs_0dpa","ENSDARG00000071626"
"4dpa_vs_0dpa","ENSDARG00000071644"
"4dpa_vs_0dpa","ENSDARG00000071652"
"4dpa_vs_0dpa","ENSDARG00000071670"
"4dpa_vs_0dpa","ENSDARG00000071671"
"4dpa_vs_0dpa","ENSDARG00000071679"
"4dpa_vs_0dpa","ENSDARG00000071685"
"4dpa_vs_0dpa","ENSDARG00000071701"
"4dpa_vs_0dpa","ENSDARG00000071724"
"4dpa_vs_0dpa","ENSDARG00000071733"
"4dpa_vs_0dpa","ENSDARG00000071863"
"4dpa_vs_0dpa","ENSDARG00000071871"
"4dpa_vs_0dpa","ENSDARG00000071878"
"4dpa_vs_0dpa","ENSDARG00000071906"
"4dpa_vs_0dpa","ENSDARG00000073673"
"4dpa_vs_0dpa","ENSDARG00000073675"
"4dpa_vs_0dpa","ENSDARG00000073684"
"4dpa_vs_0dpa","ENSDARG00000073688"
"4dpa_vs_0dpa","ENSDARG00000073695"
"4dpa_vs_0dpa","ENSDARG00000073705"
"4dpa_vs_0dpa","ENSDARG00000073718"
"4dpa_vs_0dpa","ENSDARG00000073721"
"4dpa_vs_0dpa","ENSDARG00000073744"
"4dpa_vs_0dpa","ENSDARG00000073753"
"4dpa_vs_0dpa","ENSDARG00000073757"
"4dpa_vs_0dpa","ENSDARG00000073761"
"4dpa_vs_0dpa","ENSDARG00000073769"
"4dpa_vs_0dpa","ENSDARG00000073786"
"4dpa_vs_0dpa","ENSDARG00000073810"
"4dpa_vs_0dpa","ENSDARG00000073841"
"4dpa_vs_0dpa","ENSDARG00000073867"
"4dpa_vs_0dpa","ENSDARG00000073870"
"4dpa_vs_0dpa","ENSDARG00000073876"
"4dpa_vs_0dpa","ENSDARG00000073905"
"4dpa_vs_0dpa","ENSDARG00000073910"
"4dpa_vs_0dpa","ENSDARG00000073918"
"4dpa_vs_0dpa","ENSDARG00000073944"
"4dpa_vs_0dpa","ENSDARG00000073952"
"4dpa_vs_0dpa","ENSDARG00000073957"
"4dpa_vs_0dpa","ENSDARG00000073978"
"4dpa_vs_0dpa","ENSDARG00000073988"
"4dpa_vs_0dpa","ENSDARG00000074012"
"4dpa_vs_0dpa","ENSDARG00000074017"
"4dpa_vs_0dpa","ENSDARG00000074023"
"4dpa_vs_0dpa","ENSDARG00000074031"
"4dpa_vs_0dpa","ENSDARG00000074041"
"4dpa_vs_0dpa","ENSDARG00000074059"
"4dpa_vs_0dpa","ENSDARG00000074060"
"4dpa_vs_0dpa","ENSDARG00000074064"
"4dpa_vs_0dpa","ENSDARG00000074074"
"4dpa_vs_0dpa","ENSDARG00000074082"
"4dpa_vs_0dpa","ENSDARG00000074129"
"4dpa_vs_0dpa","ENSDARG00000074131"
"4dpa_vs_0dpa","ENSDARG00000074132"
"4dpa_vs_0dpa","ENSDARG00000074137"
"4dpa_vs_0dpa","ENSDARG00000074143"
"4dpa_vs_0dpa","ENSDARG00000074149"
"4dpa_vs_0dpa","ENSDARG00000074166"
"4dpa_vs_0dpa","ENSDARG00000074184"
"4dpa_vs_0dpa","ENSDARG00000074204"
"4dpa_vs_0dpa","ENSDARG00000074210"
"4dpa_vs_0dpa","ENSDARG00000074217"
"4dpa_vs_0dpa","ENSDARG00000074223"
"4dpa_vs_0dpa","ENSDARG00000074238"
"4dpa_vs_0dpa","ENSDARG00000074242"
"4dpa_vs_0dpa","ENSDARG00000074244"
"4dpa_vs_0dpa","ENSDARG00000074246"
"4dpa_vs_0dpa","ENSDARG00000074262"
"4dpa_vs_0dpa","ENSDARG00000074271"
"4dpa_vs_0dpa","ENSDARG00000074303"
"4dpa_vs_0dpa","ENSDARG00000074309"
"4dpa_vs_0dpa","ENSDARG00000074310"
"4dpa_vs_0dpa","ENSDARG00000074321"
"4dpa_vs_0dpa","ENSDARG00000074332"
"4dpa_vs_0dpa","ENSDARG00000074337"
"4dpa_vs_0dpa","ENSDARG00000074340"
"4dpa_vs_0dpa","ENSDARG00000074346"
"4dpa_vs_0dpa","ENSDARG00000074363"
"4dpa_vs_0dpa","ENSDARG00000074376"
"4dpa_vs_0dpa","ENSDARG00000074381"
"4dpa_vs_0dpa","ENSDARG00000074390"
"4dpa_vs_0dpa","ENSDARG00000074393"
"4dpa_vs_0dpa","ENSDARG00000074401"
"4dpa_vs_0dpa","ENSDARG00000074424"
"4dpa_vs_0dpa","ENSDARG00000074425"
"4dpa_vs_0dpa","ENSDARG00000074447"
"4dpa_vs_0dpa","ENSDARG00000074466"
"4dpa_vs_0dpa","ENSDARG00000074481"
"4dpa_vs_0dpa","ENSDARG00000074502"
"4dpa_vs_0dpa","ENSDARG00000074507"
"4dpa_vs_0dpa","ENSDARG00000074508"
"4dpa_vs_0dpa","ENSDARG00000074510"
"4dpa_vs_0dpa","ENSDARG00000074531"
"4dpa_vs_0dpa","ENSDARG00000074552"
"4dpa_vs_0dpa","ENSDARG00000074571"
"4dpa_vs_0dpa","ENSDARG00000074572"
"4dpa_vs_0dpa","ENSDARG00000074588"
"4dpa_vs_0dpa","ENSDARG00000074591"
"4dpa_vs_0dpa","ENSDARG00000074597"
"4dpa_vs_0dpa","ENSDARG00000074617"
"4dpa_vs_0dpa","ENSDARG00000074634"
"4dpa_vs_0dpa","ENSDARG00000074635"
"4dpa_vs_0dpa","ENSDARG00000074645"
"4dpa_vs_0dpa","ENSDARG00000074670"
"4dpa_vs_0dpa","ENSDARG00000074676"
"4dpa_vs_0dpa","ENSDARG00000074686"
"4dpa_vs_0dpa","ENSDARG00000074688"
"4dpa_vs_0dpa","ENSDARG00000074702"
"4dpa_vs_0dpa","ENSDARG00000074720"
"4dpa_vs_0dpa","ENSDARG00000074740"
"4dpa_vs_0dpa","ENSDARG00000074754"
"4dpa_vs_0dpa","ENSDARG00000074756"
"4dpa_vs_0dpa","ENSDARG00000074758"
"4dpa_vs_0dpa","ENSDARG00000074759"
"4dpa_vs_0dpa","ENSDARG00000074771"
"4dpa_vs_0dpa","ENSDARG00000074772"
"4dpa_vs_0dpa","ENSDARG00000074773"
"4dpa_vs_0dpa","ENSDARG00000074779"
"4dpa_vs_0dpa","ENSDARG00000074790"
"4dpa_vs_0dpa","ENSDARG00000074806"
"4dpa_vs_0dpa","ENSDARG00000074808"
"4dpa_vs_0dpa","ENSDARG00000074815"
"4dpa_vs_0dpa","ENSDARG00000074829"
"4dpa_vs_0dpa","ENSDARG00000074848"
"4dpa_vs_0dpa","ENSDARG00000074850"
"4dpa_vs_0dpa","ENSDARG00000074863"
"4dpa_vs_0dpa","ENSDARG00000074869"
"4dpa_vs_0dpa","ENSDARG00000074876"
"4dpa_vs_0dpa","ENSDARG00000074895"
"4dpa_vs_0dpa","ENSDARG00000074899"
"4dpa_vs_0dpa","ENSDARG00000074905"
"4dpa_vs_0dpa","ENSDARG00000074933"
"4dpa_vs_0dpa","ENSDARG00000074947"
"4dpa_vs_0dpa","ENSDARG00000074967"
"4dpa_vs_0dpa","ENSDARG00000074985"
"4dpa_vs_0dpa","ENSDARG00000074996"
"4dpa_vs_0dpa","ENSDARG00000075013"
"4dpa_vs_0dpa","ENSDARG00000075014"
"4dpa_vs_0dpa","ENSDARG00000075015"
"4dpa_vs_0dpa","ENSDARG00000075021"
"4dpa_vs_0dpa","ENSDARG00000075027"
"4dpa_vs_0dpa","ENSDARG00000075036"
"4dpa_vs_0dpa","ENSDARG00000075045"
"4dpa_vs_0dpa","ENSDARG00000075055"
"4dpa_vs_0dpa","ENSDARG00000075083"
"4dpa_vs_0dpa","ENSDARG00000075092"
"4dpa_vs_0dpa","ENSDARG00000075100"
"4dpa_vs_0dpa","ENSDARG00000075108"
"4dpa_vs_0dpa","ENSDARG00000075116"
"4dpa_vs_0dpa","ENSDARG00000075121"
"4dpa_vs_0dpa","ENSDARG00000075129"
"4dpa_vs_0dpa","ENSDARG00000075133"
"4dpa_vs_0dpa","ENSDARG00000075151"
"4dpa_vs_0dpa","ENSDARG00000075156"
"4dpa_vs_0dpa","ENSDARG00000075161"
"4dpa_vs_0dpa","ENSDARG00000075188"
"4dpa_vs_0dpa","ENSDARG00000075194"
"4dpa_vs_0dpa","ENSDARG00000075201"
"4dpa_vs_0dpa","ENSDARG00000075211"
"4dpa_vs_0dpa","ENSDARG00000075226"
"4dpa_vs_0dpa","ENSDARG00000075230"
"4dpa_vs_0dpa","ENSDARG00000075245"
"4dpa_vs_0dpa","ENSDARG00000075249"
"4dpa_vs_0dpa","ENSDARG00000075261"
"4dpa_vs_0dpa","ENSDARG00000075288"
"4dpa_vs_0dpa","ENSDARG00000075297"
"4dpa_vs_0dpa","ENSDARG00000075327"
"4dpa_vs_0dpa","ENSDARG00000075337"
"4dpa_vs_0dpa","ENSDARG00000075340"
"4dpa_vs_0dpa","ENSDARG00000075343"
"4dpa_vs_0dpa","ENSDARG00000075347"
"4dpa_vs_0dpa","ENSDARG00000075354"
"4dpa_vs_0dpa","ENSDARG00000075395"
"4dpa_vs_0dpa","ENSDARG00000075400"
"4dpa_vs_0dpa","ENSDARG00000075416"
"4dpa_vs_0dpa","ENSDARG00000075437"
"4dpa_vs_0dpa","ENSDARG00000075441"
"4dpa_vs_0dpa","ENSDARG00000075487"
"4dpa_vs_0dpa","ENSDARG00000075505"
"4dpa_vs_0dpa","ENSDARG00000075508"
"4dpa_vs_0dpa","ENSDARG00000075521"
"4dpa_vs_0dpa","ENSDARG00000075528"
"4dpa_vs_0dpa","ENSDARG00000075538"
"4dpa_vs_0dpa","ENSDARG00000075542"
"4dpa_vs_0dpa","ENSDARG00000075545"
"4dpa_vs_0dpa","ENSDARG00000075555"
"4dpa_vs_0dpa","ENSDARG00000075560"
"4dpa_vs_0dpa","ENSDARG00000075564"
"4dpa_vs_0dpa","ENSDARG00000075592"
"4dpa_vs_0dpa","ENSDARG00000075598"
"4dpa_vs_0dpa","ENSDARG00000075608"
"4dpa_vs_0dpa","ENSDARG00000075616"
"4dpa_vs_0dpa","ENSDARG00000075629"
"4dpa_vs_0dpa","ENSDARG00000075643"
"4dpa_vs_0dpa","ENSDARG00000075648"
"4dpa_vs_0dpa","ENSDARG00000075666"
"4dpa_vs_0dpa","ENSDARG00000075670"
"4dpa_vs_0dpa","ENSDARG00000075677"
"4dpa_vs_0dpa","ENSDARG00000075687"
"4dpa_vs_0dpa","ENSDARG00000075707"
"4dpa_vs_0dpa","ENSDARG00000075709"
"4dpa_vs_0dpa","ENSDARG00000075718"
"4dpa_vs_0dpa","ENSDARG00000075730"
"4dpa_vs_0dpa","ENSDARG00000075733"
"4dpa_vs_0dpa","ENSDARG00000075735"
"4dpa_vs_0dpa","ENSDARG00000075743"
"4dpa_vs_0dpa","ENSDARG00000075747"
"4dpa_vs_0dpa","ENSDARG00000075748"
"4dpa_vs_0dpa","ENSDARG00000075754"
"4dpa_vs_0dpa","ENSDARG00000075759"
"4dpa_vs_0dpa","ENSDARG00000075768"
"4dpa_vs_0dpa","ENSDARG00000075791"
"4dpa_vs_0dpa","ENSDARG00000075795"
"4dpa_vs_0dpa","ENSDARG00000075805"
"4dpa_vs_0dpa","ENSDARG00000075821"
"4dpa_vs_0dpa","ENSDARG00000075833"
"4dpa_vs_0dpa","ENSDARG00000075851"
"4dpa_vs_0dpa","ENSDARG00000075853"
"4dpa_vs_0dpa","ENSDARG00000075855"
"4dpa_vs_0dpa","ENSDARG00000075881"
"4dpa_vs_0dpa","ENSDARG00000075887"
"4dpa_vs_0dpa","ENSDARG00000075891"
"4dpa_vs_0dpa","ENSDARG00000075928"
"4dpa_vs_0dpa","ENSDARG00000075932"
"4dpa_vs_0dpa","ENSDARG00000075963"
"4dpa_vs_0dpa","ENSDARG00000075964"
"4dpa_vs_0dpa","ENSDARG00000075972"
"4dpa_vs_0dpa","ENSDARG00000075984"
"4dpa_vs_0dpa","ENSDARG00000075989"
"4dpa_vs_0dpa","ENSDARG00000076005"
"4dpa_vs_0dpa","ENSDARG00000076011"
"4dpa_vs_0dpa","ENSDARG00000076017"
"4dpa_vs_0dpa","ENSDARG00000076041"
"4dpa_vs_0dpa","ENSDARG00000076117"
"4dpa_vs_0dpa","ENSDARG00000076119"
"4dpa_vs_0dpa","ENSDARG00000076120"
"4dpa_vs_0dpa","ENSDARG00000076121"
"4dpa_vs_0dpa","ENSDARG00000076146"
"4dpa_vs_0dpa","ENSDARG00000076155"
"4dpa_vs_0dpa","ENSDARG00000076171"
"4dpa_vs_0dpa","ENSDARG00000076176"
"4dpa_vs_0dpa","ENSDARG00000076182"
"4dpa_vs_0dpa","ENSDARG00000076223"
"4dpa_vs_0dpa","ENSDARG00000076228"
"4dpa_vs_0dpa","ENSDARG00000076283"
"4dpa_vs_0dpa","ENSDARG00000076292"
"4dpa_vs_0dpa","ENSDARG00000076302"
"4dpa_vs_0dpa","ENSDARG00000076317"
"4dpa_vs_0dpa","ENSDARG00000076328"
"4dpa_vs_0dpa","ENSDARG00000076330"
"4dpa_vs_0dpa","ENSDARG00000076334"
"4dpa_vs_0dpa","ENSDARG00000076379"
"4dpa_vs_0dpa","ENSDARG00000076416"
"4dpa_vs_0dpa","ENSDARG00000076439"
"4dpa_vs_0dpa","ENSDARG00000076451"
"4dpa_vs_0dpa","ENSDARG00000076464"
"4dpa_vs_0dpa","ENSDARG00000076466"
"4dpa_vs_0dpa","ENSDARG00000076484"
"4dpa_vs_0dpa","ENSDARG00000076501"
"4dpa_vs_0dpa","ENSDARG00000076509"
"4dpa_vs_0dpa","ENSDARG00000076518"
"4dpa_vs_0dpa","ENSDARG00000076526"
"4dpa_vs_0dpa","ENSDARG00000076533"
"4dpa_vs_0dpa","ENSDARG00000076541"
"4dpa_vs_0dpa","ENSDARG00000076542"
"4dpa_vs_0dpa","ENSDARG00000076559"
"4dpa_vs_0dpa","ENSDARG00000076564"
"4dpa_vs_0dpa","ENSDARG00000076594"
"4dpa_vs_0dpa","ENSDARG00000076609"
"4dpa_vs_0dpa","ENSDARG00000076638"
"4dpa_vs_0dpa","ENSDARG00000076667"
"4dpa_vs_0dpa","ENSDARG00000076703"
"4dpa_vs_0dpa","ENSDARG00000076710"
"4dpa_vs_0dpa","ENSDARG00000076721"
"4dpa_vs_0dpa","ENSDARG00000076724"
"4dpa_vs_0dpa","ENSDARG00000076729"
"4dpa_vs_0dpa","ENSDARG00000076733"
"4dpa_vs_0dpa","ENSDARG00000076735"
"4dpa_vs_0dpa","ENSDARG00000076754"
"4dpa_vs_0dpa","ENSDARG00000076766"
"4dpa_vs_0dpa","ENSDARG00000076768"
"4dpa_vs_0dpa","ENSDARG00000076780"
"4dpa_vs_0dpa","ENSDARG00000076800"
"4dpa_vs_0dpa","ENSDARG00000076801"
"4dpa_vs_0dpa","ENSDARG00000076807"
"4dpa_vs_0dpa","ENSDARG00000076811"
"4dpa_vs_0dpa","ENSDARG00000076824"
"4dpa_vs_0dpa","ENSDARG00000076828"
"4dpa_vs_0dpa","ENSDARG00000076829"
"4dpa_vs_0dpa","ENSDARG00000076836"
"4dpa_vs_0dpa","ENSDARG00000076846"
"4dpa_vs_0dpa","ENSDARG00000076856"
"4dpa_vs_0dpa","ENSDARG00000076858"
"4dpa_vs_0dpa","ENSDARG00000076867"
"4dpa_vs_0dpa","ENSDARG00000076870"
"4dpa_vs_0dpa","ENSDARG00000076889"
"4dpa_vs_0dpa","ENSDARG00000076903"
"4dpa_vs_0dpa","ENSDARG00000076960"
"4dpa_vs_0dpa","ENSDARG00000076962"
"4dpa_vs_0dpa","ENSDARG00000076983"
"4dpa_vs_0dpa","ENSDARG00000076994"
"4dpa_vs_0dpa","ENSDARG00000077002"
"4dpa_vs_0dpa","ENSDARG00000077004"
"4dpa_vs_0dpa","ENSDARG00000077011"
"4dpa_vs_0dpa","ENSDARG00000077012"
"4dpa_vs_0dpa","ENSDARG00000077029"
"4dpa_vs_0dpa","ENSDARG00000077038"
"4dpa_vs_0dpa","ENSDARG00000077039"
"4dpa_vs_0dpa","ENSDARG00000077069"
"4dpa_vs_0dpa","ENSDARG00000077073"
"4dpa_vs_0dpa","ENSDARG00000077075"
"4dpa_vs_0dpa","ENSDARG00000077081"
"4dpa_vs_0dpa","ENSDARG00000077085"
"4dpa_vs_0dpa","ENSDARG00000077093"
